Level,Date and Time,Source,Event ID,Task Category
Information,2025-03-08 10:55:16 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b1dbadce-b780-4813-ab02-83d2d460a12b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a53c7603-c6c8-43d6-9b7b-9afec52b8046

Analysis symbol: 
Rechecking for solution: 0
Report Id: b9ff0f82-7c4e-4636-902a-2fb3bf9705ff
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:15 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.abcf2fc6-9b05-4099-8b03-b23881fe16f4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_1d8593f2-4598-4600-8301-e5d9991ced0c

Analysis symbol: 
Rechecking for solution: 0
Report Id: cb818489-616b-44de-b636-dbc0b1b3df5e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:15 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.02730a95-ab43-4812-97bc-537855fb4d8f.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_957c7357-40b6-45d7-b40e-062322be03cf

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2437ab33-65fe-425f-8b2c-45a1629b1e7e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:15 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7e22e47c-1701-47df-abbc-fd82f74ac8a0.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_9474ef0b-e232-4acc-bb59-f5d1a58c183a

Analysis symbol: 
Rechecking for solution: 0
Report Id: 06cd8024-d4c5-434e-9b31-9e0d7ebac257
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:14 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.863185d6-1bbf-4720-b498-6cbbcf29548b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a3dd2cc0-bc10-4877-96f3-48faa59288d0

Analysis symbol: 
Rechecking for solution: 0
Report Id: 825adfd9-0ea4-4d02-b444-65fa9937badc
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:14 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4037c8dc-f553-4f16-9480-96d2fe316179.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_ee0c4476-59ef-4ae4-b263-f8205d7ea628

Analysis symbol: 
Rechecking for solution: 0
Report Id: 5451c934-451d-4489-b13b-cb4986e1496a
Report Status: 2147483750
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:12 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.eb7718ad-9650-456f-b6f2-329b37eab7b9.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a38828fd-afae-48a5-95de-c1c76d440ca1

Analysis symbol: 
Rechecking for solution: 0
Report Id: bd869966-7a14-4fdb-9c8c-304fac965626
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Error,2025-03-08 10:55:12 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-03-08 10:55:12 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:12 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:11 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1af719c8-f04d-4002-ac4c-d994c6f20877.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_83357bd3-21d1-40c1-8f1b-d6a9d59bc0a7

Analysis symbol: 
Rechecking for solution: 0
Report Id: b23993f1-7723-4d90-84b7-99b436b602a7
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:10 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.22fb6e56-8f57-44d6-a0ce-63f59d98de0a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a5d23ab5-3bb5-4b70-a968-5e890ca985e3

Analysis symbol: 
Rechecking for solution: 0
Report Id: d9713ea4-479a-4b1e-b054-80d304e32c6b
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:09 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9721212c-99af-45e6-ad3b-8779adcda01c.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_7c311572-148d-40b2-8609-ef0cbfc0affa

Analysis symbol: 
Rechecking for solution: 0
Report Id: 073c8542-010f-4f69-82c8-c58822dc1130
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:09 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.097bb8d9-c05a-435a-884a-22a5844bb8f8.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_4feb5ef7-8b87-4d6e-8be1-0beda29afc8e

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4f312e1d-3461-4bd5-af35-21d9a5baf9c5
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Error,2025-03-08 10:55:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-03-08 10:55:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:08 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c555152e-2f2f-4a95-b931-2d63423b1cb3.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_83c64dfd-8b3e-4fd6-8b35-de26578a2c36

Analysis symbol: 
Rechecking for solution: 0
Report Id: 920a71f6-9831-42da-8699-8d2e2f472922
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:07 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ff288068-d393-468f-9d46-f6a7f7ec4f61.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d631bfbd-5816-4d9a-9306-7ff3b3d05592

Analysis symbol: 
Rechecking for solution: 0
Report Id: 9667592d-3369-45a6-8231-e7ed6a04ab86
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:07 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9b50b385-c5d6-4986-aec7-c1573daa6930.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_fce391ac-7f2c-48cd-9627-7878739f61bd

Analysis symbol: 
Rechecking for solution: 0
Report Id: 393ac297-984c-45a2-852a-9c9eec57036a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:06 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5c163cac-0969-4db7-8717-7b3f32cf7a82.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d324ac37-bdb7-4af1-a07e-8123e6fa882a

Analysis symbol: 
Rechecking for solution: 0
Report Id: 88963bc2-06a4-40c0-9174-dce92cbf037e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:06 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.63056b55-4513-48c2-998e-a6827b6631ab.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a5ff1a20-9767-4c8f-a7ae-9c185fba25ab

Analysis symbol: 
Rechecking for solution: 0
Report Id: 1b5b02f5-c32c-4a9d-a33f-3a398b4a718a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:06 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ca79dda2-4b59-462e-bad5-398f1a2ccdc5.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_8d91cba7-c2ae-4ee0-aff8-a237f87a256c

Analysis symbol: 
Rechecking for solution: 0
Report Id: 8a9e3b6a-6ea5-46ba-90e4-81ce87b23d9d
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Error,2025-03-08 10:55:06 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-03-08 10:55:06 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:06 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-03-08 10:55:05 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.dd522dcb-7f69-47d2-8766-4b24e48bfef4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_2d477d08-152e-4f8e-9cc2-7b35ee4444c3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 1c0c7575-3bb5-435f-85dd-5b978575bc1d
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:05 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.19b4c395-80cb-4714-830d-8041e24b52f4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_94c4324d-7f4d-4198-b4e7-0eb2ec27fef7

Analysis symbol: 
Rechecking for solution: 0
Report Id: f4f681bd-37cd-47a7-afa7-806b6714056f
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-08 10:55:04 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.56f86dc7-4b0f-4a46-bdc6-63116cbd4a16.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_5e4e8686-b856-4f55-bc1b-b8444519ed4e

Analysis symbol: 
Rechecking for solution: 0
Report Id: a1468f2b-7ff8-4616-8f73-3e4b35b256c0
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Error,2025-03-08 10:55:05 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
